Tweets;Hatespeech
Birnen und Äpfel alter Messermann,... außerdem was sind denn Roma In deinem Kulturkreis wert...Häh?;1
Ich weiß schon, warum ich mir diese Sendung seit längerem nicht mehr antue.;1
Wollt ihr zukünftig von den Öffentlich-Rechtlichen Informiert werden oder zukünftig von BILD?;0
Alles klar Reul;1
Alter Mann so was bei Lanz sehr verwirrt  bekommt nicht mal drei Worte  zusammen CDU würd die Wahl verlieren der Bürger hat die Macht und mit 10 % bei den Wahlen geht die  CDU unter und laschet würd kein Kanzler .CSU mit 40% plus würd Söder Kanzler https://t.co/MBf1qGZL1G;0
CDU ist eine üble Merkelsekte,unwählbar!!;1
wenn wir alle so denken, dann können wir ja weiter den Planeten zumüllen, uns breit machen ganz nach dem Motto “ nach mir die Sinnflut und die Generationen nach uns können sich dann mit der Scheiße beschäftigen“ ne, wir solllten uns nicht alles vorbeten lassen, aber auch Respektvoll mit Mensch Tier und Umwelt langsam umgehen und nachdenken.;0
Liberal-Konservative Debattenjunkies sind meist nichts anderes als Don Quichottes, die die Windmühlen noch selber aufbauen, gegen die sie kämpfen wollen. Nur eben ohne Tragikkomik <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>;0
bekommt bestimmt vorgeschrieben wen er Einladen darf . Haben diese sogenannten Deutsche kein Heimatgefühl . Dann Solln sie Auswandern und hier nicht so ein Schwachsinn erzählen. Ich bin Stolz Deutscher zu sein und das zeige ich auch in der ganzen Welt . ( Das zeige ich auch durch Höflichkeit Bescheidenheit in anderen Ländern ) Was ist mit denen die nach Deutschland kommen ! Voreingenommen Undankbar Kriminell nicht Integrier willig. Nein danke Ihr Grünen;0
Okay, Sie disqualifizieren sich weiter selbst.;0
Im linksversifften Chemnitz scheint es inzwischen 'normal' zu sein, wenn 4 syrische Asylschmarotzer die Deutschen Michel halb tot schlagen.  Denn sowas ist unter der SPD-Totfahrer-Bürgermeisterin offensichtlich längst kein Grund mehr, dieses Dreckspack in Haft zu nehmen.  1/2 https://t.co/DRM6pJBFo9;1
Eigentlich hoffe ich ja das Trump noch einmal gewählt wird damit Deutschland und die EU sich endlich mal komplett von den USA abnabeln. Wir müssen als Europa selber sehen wo wir bleiben und wie man gerade gut feststellen kann ist die USA kein verlässlicher Partner mehr.;1
Den Wolf bekämpfen,aber tausende Messermänner ins Land lassen und alimentieren,genau mein Humor!Dieses Land ist am Ende!!;1
Aus Angst vor der Antwort habe ich mir diese Frage bisher verbeten. Seit gestern kommen wir nicht mehr drum herum... Bitte an Umfrage teilnehmen!https://t.co/kpJZcPXkSM #Polizeigewalt #Polizei #Covidioten;1
Ob die Kandidatur von Frank Richter zur Landtagswahl für die SPD Sachsen an seinem Küchentisch entschieden hat? <U+0001F928>;0
Ein „renommierter Anwalt“ hat es nötig ein 16 jähriges Mädchen auf Twitter vollzuspammen. Was muss sich in seinem kahlen Schädel abspielen, wenn er so was nötig hat?;1
welches Argument hätten Sie denn lieber? Korruption? Annektion?Bereicherung?Wahlbeeinflussung? oder lieber die Kapriolen von Putin um an der Macht zu bleiben?;1
das IfS, Compact, der Regin-Verlag, der faschistische Jungeuropa-Verlag von Philipp Stein, der Regin Verlag, der Blaue Narzisse und der Nazi Bublies-Verlag, der Bücher vertreibt und verlegt, die von NS-Kriegsverbrecher*innen verfasst worden sind.;0
"ich habe oft das gefühl, dass die parteimitlgliedschaft zugelost wird von denen, die für uns kandidaten finden, die wir manchmal gar nicht kannten. waren äbbe da. ;)";0
Denen geht der Arsch auf Grundeis. Alles was sie gegen die AFD hier vorbringen trifft auf diese Versager zu bzw ist Verleumdung. Genau diese Leute sind es die seit Monaten an den Grundpfeilern des Rechtsstaates rütteln und sich an den Freiheitsrechten der Menschen vergreifen.;0
Ja genau die armen Kerlchen sind nur missverstanden und darf man nicht als problematische Zuwanderer betrachten. Was für ein realitätsferner Quatschkopp???????;0
https://t.co/bf2M8RLwjo;0
es ist wahr, dass Trump keinen Krieg angezettelt hat, er hat sich aber aus allen Kriesengebieten zurückgezogen und somit ein Vakuum hinterlassen, dass sich dann solche Typen wie Putin dann zu eigen gemacht haben......die FRgae, ob Biden besser ist, kannst du mir vielleicht in 4e Jahren mal stellen, jedenfalls ist er kein Sozialsist........Trump behauptet ja ständig, wenn die Demokraten gewinnen, dann hält der Sozialismus in den USA Einzug.....das ist absoluter Quatsch, ich bleibe dabei: Jeder ist besser als dieser Vollidiot......;1
Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren.;1
Wind, Wasser, Sonne, Kuhdung, Straßenbau etc Sie reden und schreiben ja auch nur und haben nichts zu sagen.;1
, ja aber das überhebliche Grinsen von Frau Barley war keine Äußerlichkeit, sondern es machte deutlich, dass sie einen privaten Rachefeldzug gegen Makler führt.;0
Mag sein. Gehören aber trotzdem eher zur Terrormiliz Fraktion. Denn die sind vorwiegend in Richtung Türkei geflohen, da Erdo sie ja stützt. |LBR| Kann für Lügner, Betrüger und terroristische Mörder nur wenig Empathie empfinden.;1
Die finden immer wieder einige Verräter 🤣🤣🤣;1
Wozu EU Wahlen wenn man dann Frau von der Leyen auf den Spitzenposten schiebt, der ihr gar nicht zusteht, warum nicht gleich die Kanzlerin selbst. So werden die Posten hin- und hergeschoben ohne Rücksicht auf Verluste - Augen zu und durch. Wundert es wem warum die Volksparteien immer mehr abschmieren in der Gunst der Wähler. Das war nicht nur unmoralisch was sich der Rat vom EU Parlament geleistet hat - das war auch Betrug am Wähler und ganz einfach schamlos.;1
Man sollte den Tieren nicht unrecht tun und sachlich bleiben. Ich schlage Möchtegern-Massenmörder vor.;0
dass ich dem poschardt mal ein like gebe.... aber er hat recht.;0
Entschuldigung, ich bin hier wohl im falschen Film. Habe heute von Obdachlosen erfahren, die Strafen zahlen sollen, weil sie nach 22 Uhr, während der Ausgangssperre,  auf der Straße sind. Wo bleibt denn da ihre Menschlichkeit?;0
Traurig, traurig, traurig, so ein Gesocks, was sich nur aufspielen will.    Und auch noch eine Leiche soll es gewesen sein. Das #Rebecca tot sei, besonders auch noch vom Schwager, das glauben nur Idioten. Ehrlich. #findbecci    Mein Mitleid mit den Familien.   https://t.co/QPRNE1wUoR;0
Verunglimpfung und Demontage ist die bevorzugte Methode des Patriarchats zur Sicherung der Macht mangels besserem Inhalts. Da wird noch einiges aufgefahren werden. Diesmal ist 2021 und es wird ihnen nichts nützen. Mama, Tante, Chefin, Sohn und ich sowieso wählen @ABaerbock;0
Wie kann man nur so einen Scheiß auf den notwendigen ökologischen Wandel wie sie es tun. Sie machen den Planeten kaputt!;0
der internationale Gerichtshof wird von den USA boykottiert. Seit die wegen Kriegsverbrechen gegen die USA ermitteln werden Angehörige des Gerichts persönlich mit Sanktionen der USA belegt.. 🤔🤔🤔❓❓🅾️;1
Restaurant weist u #Gauland ab, weil sie „keine Menschen bedienen, die andere aufgrund ihrer *politischen Einstellung* diskriminieren.“ Die politische Korrektheit ist doof wie Dosenbrot. Wahrscheinlich- noch viel viel doofer. https://t.co/Bq0xjPFa0j;0
Gestern in die Runde geworfen, ob der Schwager unschuldig ist.  Die Reaktion war Einstimmig!!! Übrigens überwiegend Experten die bereits im Ruhestand sind. 😢    #findbecci endlich #rebecca #freeflorian #schwager #schwagerwars #gebtdenschwagerfrei @BerlinerPolizei;0
Ach Sören...^^ |LBR| Deine Tweets gestern waren Kritik und somit richtig, wichtig und gut...! |LBR| Dieser Tweet heute ist eher der Bereich Kindergarten/beleidigte Leberwurst....steht dir nicht und ist völlig fehl am Platz.<U+0001F644>;0
und fast 77% stimmten gegen die braunblauen Dumpfvögel.;1
Soll ich heute meine Fenster geöffnet oder geschlossen lassen ? In 2 Wochen habe ich Prüfung und deswegen darf ich kein dummes Gelaber von der Querdenker Demo heute in meinem Gehirn zulassen. Mich interessiert es was die Leute darüber denken. Deswegen die Abstimmung??;1
Etwas mit Quoten zu regulieren kann nicht funktionieren auf Dauer. Es wird niemals so viele männliche Friseure geben die weibliche, weil das eben ein Beruf ist, der Frauen einfach mehr liegt. Genauso wird es nie so viele bauarbeiterinnen wie männlicher Bauarbeiter geben. War das eben auch einfach Berufe sind, und Männer viel besser klarkommen Punkt da kann man nur soviel Quote machen und über die Quote eines vermeintlichen Mangel beheben Komma sobald die Quote aber wieder wegfallen würde, würde sich auch die natürliche Verteilung wieder einstellen.;0
Kann man den kleinen Michael bitte aus dem Smoreland abholen?;1
Den Mann nehme ich nicht mehr für voll.Gegen ihn wird auch noch ermittelt im Rahmen des Diesel Skandale bei VW. Er ist ein ausgesprochener Machtmensch und führt sich bei VW auf wie ein Sonnenkönig.;0
könnte daran liegen, dass nicht viele für ihn sind. Es gibt halt intelligentes Leben.;1
Was Sie an autoritären, antidemokratischen und verfassungsfeindlichen Vorstellungen von Pressefreiheit haben, erschreckt mich zwar, interessiert mich als Demokrat aber dennoch herzlich wenig. Wenn Sie ein Problem mit Art. 5 GG haben, dann empfehle ich Ihnen die Putinokratie.;1
was ändert das? Nichts. Tiere werden durch Lärm gestört nur damit sie sich nicht ansiedeln können. Wofür? Für windräder. Was ist mit den Satellitenstädten? Wie sollen die Menschen ihre Autos laden? Kabel aus dem Fenster?;0
Die ist aber auch süsz. <U+0001F60D> <U+0001F431>;0
Derzeit: Rimworld... Wenn ich noch Restaggro abbauen muss vielleicht noch ein zwei Missionen WH40K Inquisitor mit nem schweren Bolter auf Kopfhörern durchrattern :D;0
"#Erdogan ruft seine Mops wegen Untauglichkeit zurück.   Nur wurde bis jetzt noch keiner zurückgeben.😀    Der #EkelWilfred, alias das A…loch #Wiltewka, Papa #Wilberg von der Capitol &amp; O. #Wilke    #DerWahrePräsident, auch von #Deutschland &amp; Kemal-ismus-Fan.    https://t.co/nqw1BuwXaX";1
Aber bitte fangen wir doch mit den EkelhAfDen an.Die glauben nämlich, dass nur weil sie hier auf die Welt geschissen wurden, dürfen die alles hier und das Land würde denen gehören. Wie etwas was sie erworben haben und es Ihnen rechtlich zusteht. Nicht weil sie etwa Glück hatten.;1
Verstehe, dass #HaltDieFresseBild kein freundlicher Hashtag ist, aber #HaltDieFresseBild gilt dem Schmierblatt BILD, das selten freundlich ist.Solange mir für #HaltDieFresseBild nichts Freundlicheres einfällt, sehe ich  #HaltDieFresseBild als Platzhalter für #HaltDieFresseBild.;1
Die Welt hat die CDU und die SPD und die Grünen nicht erfunden .;1
Ohne Herrn Weinberg hätte ich mir die Sendung angesehen 🥴;1
so ist es. Meine Mutter starb im April ebenfalls an einem Krankenhauskeim nach 4-wöchigem Besuchsverbot. Weil sie sich obendrein im KH dann auch noch mit Covid-19 angesteckt hatte, war uns ein liebevoller Abschied verwehrt 😓 Dafür gab es dann aber eine Beileidsbekundung des Bürgermeisters 🤮;1
"Da hast Du vollkommen recht! &gt;&gt;Der Tod ist ein Meister aus Deutschland&lt;&lt;, heißt es bei Cezan, gesungen von Slime. Die Israelisten (deutsch, amerik., engl. usw.) sind Profis im Töten. Zionisten, Israelisten, Faschisten. |LBR| Daher: Solo siempre Palaestina! |LBR| Fariss";1
"Der #Merz steht unter dem Einfluß von #Kretschmann:  ""Überleg' Dir mal: es fahren 5 Millionen   Elektroautos rum. Wo tanken die?? [...]   Wie soll das funktionieren?""Dumm &amp dumm gesellt sich gern...https://t.co/qR2dJOSeQH";0
Dance of the Blessed Spirits by Christoph Gluck / Berlin Philharmonic Herbert von Karajan Karlheinz Zoeller, flute / DG 449515;0
Nö! Der stand am Wegesrand, unschuldig, wollte seinen Gleitschirm lüften und ein paar Pokes fangen, und wurde „möglicherweise(!) vom Wind überrascht“! https://t.co/3EorhwuT9z;0
Sehr spannend. |LBR| Der korrupte #Sauhaufen #EU schlägt das Angebot von Premierministerin #May zu vertieften Verhandlungen brüsk aus. |LBR| Damit ist jetzt klar, die #EU trägt ganz alleine die Verantwortung für einen #Brexit ohne anschließender Handelsvereinbarung.;1
Boah was für ein Schwachsinn!;0
Ich geh heute zum ersten Mal zum Gerstaecker.  |LBR| Ich werde so tun, als hätte ich Ahnung vom Sortiment.;0
Nee, keine Häme. Mich verbindet persönlich nichts mit Schalke, aber das ist für die Bundesliga (und natürlich die Schalke-Fans) schon großer Mist. Kräfte sammeln, wiederkommen - bitte. ??;0
Warum schließen sich die deutschen Jugendlichen nicht auch Gangs zusammen und gehen nie allein wie wir damals in den 68/70ern durch die Gegend?;0
Das hat nur nichts mit Populismus sondern nur mit Gewalttaten und Verbrechen zu tun.;0
"Als Papa noch in der Lage war ,eine 3-6 Köpfige Familie alleine zu ernähren ,mit seinem Lohn, hatte die Frau auch viel mehr Zeit gehabt sich um die Kinder zu kümmern . Heute ist es schon fast ein Risiko als Alleinverdiener ein Kind in die Welt zu setzen ,weil außer Beamte keiner sicher sein kann ob er Morgen noch ein Einkommen hat . Schaut euch jetzt mal die Banken an , da dachte auch viele ,hier bin ich sicher und werde mein Geld verdienen , Pustekuchen , tausende werden ihren gutbezahlten Arbeitsplatz verlieren . Das ist nach der Kohle und nach dem Stahl ,schon passiert. Diese schlauen Politiker wissen überhaupt nicht was es heißt ,mit 1500 € eine Familie zu ernähren , für das Geld gehen die 2x Essen mit 4 Personen. Menschen aus anderen Ländern , die schon da sind und auch noch kommen haben da überhaupt keine Probleme mit , die bekommen 4-7 Kinder und bezahlen müssen andere. Einige haben auch 2-3 Frauen mit 15 Kinder und auch da bezahlen ,""andere"". Komme mir jetzt keiner mit Braun .";0
Man kann ihr kaum zuhören, da sie viel zu viele unausgegorenen Thesen verbreitet, die sehr unrealistisch sind .;1
Johnny... weißte warum Solidarität mit Palästina? Weil... wenn Israel zerstört ist, dann kannst du ja hier die Koffer packen, und wieder dorthin gehen. Hier bist du schließlich bei diesen Geistern unerwünscht!Und wenn du nicht gehen willst, wie die Juden damals... ?????????;0
Ich habe nicht Ihr Empfinden wie Sie. Eher, dass es einen ziemlich unglücklichen Eindruck macht;0
Sagt einer aus der Partei die es bislang nicht geschafft hat auch nur ein einziges stichhaltiges Konzept vorzulegen;0
danke für Ihre weisen Worte.;0
Zuerst ist er und Millionen Menschen es nicht gewohnt mit der Maske zu atmen, Zudem das tragen FFP2 nur kurtzf. Dazu bekommt er Hautausschlag, weil er anschein. allergisch auf dem Vlies reagiert.Von sterben durch tragen der Maske war auch nicht die Rede,bitte nochmal lesen ??;0
Sie suggerieren mit Ihrem Tweet, die Abgeordneten hätten den Saal verlassen, weil nach ihrer Ansicht Frau Knobloch die Nazi-Verbrechen zu scharf kritisiert hätte. Das war aber nicht der Grund, und das wissen Sie auch ganz genau.;0
Der Boykott bezog sich auf die Kommunalwahl 2017. |LBR| Warum auch sollte das breite demokratische Bündnis #MUD an einer Wahl teilnehmen, die genauso wie die Parlamentswahl vom sozialistischen #Gewaltregime anschließend anuliert wird?;1
"""mehr Homophobie"" Das ist richtig. AFD lässt Grüßen.";0
Super Hinweis darauf, bei der nöchsten Bundestagswahl weder die KP Chinas noch eine der konservativen iranischen Parteien zu wählen. Dummheit, Dein Name ist #AfD.;1
Ist der Mensch ein Nazi wenn er seine Zeit voraus ist, ist es nicht zeit einen Konsens zu finde in dem man diskutiert aber ,über das Kapital was den Menschen zum Monster macht !?;1
Schon wieder mal Waldsterben. Gähn. https://t.co/I1OvOuzeKY;0
2/2 An einigen Tagen werde ich vor allem wegen #coronapandemie arbeiten. Währen der Reha bin ich #Offline ?? Ab und zu werden in dieser Zeit auf meinem Account Menschen aus ihrem Alltag berichten. Bleiben Sie gesund und passen Sie auf sich auf!;0
Nicht soviel Lack saufen und Rasierwasser ist auch nicht gesund. Geht aufs Hirn. Die Symptomatik scheint bei ihnen doch schon sehr ausgeprägt.;1
Nein, Herr muss man nicht, weil es gegen die Grippe seit Jahren eine Impfung gibt und gegen das Coronavirus erst seit kurzem. Bald verliert Corona seinen Schrecken.;0
Einwanderung von Menschen die mit dieser Gesellschaft kollidieren, lehne ich allg. ab. Ob das jetzt Nazis, Antisem, Frauenfeinde, Gewaltaffine und ungebildete Menschen sind. Ich mache das nicht an der Hautfarbe fest. Einwanderung sollte eine echte Bereicherung für Deutschl. sein.;0
Freu mich schon Fr.Baerbock als Kanzlerin.Vor allem wenn Politiker wie Putin oder Orban den Arsch hinhalten den sie lecken kann. Kein Präsident auf der Welt nimmt Baerbock und ihre Kobolde ernst.Desinfikationsmittel nicht vergessen;0
Natürlich ist Trump ein Kriegspräsident, der Krieg findet doch im eigenen Land statt!;1
#CDULiefertNicht?  Naja, sie liefert schon. Aber das was geliefert wird, gefällt mir nicht...  https://t.co/8nm1RAXKXn;0
getan. S 1. Es ist ihr Körper.Zumal ich hätte lieber eine Politikerin, die mal Nacktfotos gemacht hat, als Politiker die dem Lobbyismus in den Arsch kriechen und ihr Volk verraten.Und bitte kommt jetzt nicht mit der Vorbildfunktion: an dieser wird KEIN Politiker gemessen. ~;0
Oh ich werde gleich heulen mit dir, zum Glück gibt es Sportler die gegen Diskriminierung zeigen, was eigentlich Sache der tatenlosen Politiker wäre.!!! ??????;0
"The Black Cat, der Autor hat mir den Link per PN zugesandt ;-)";1
Einfach mal die Fresse halten!;1
SCHNAUZE!!!™ |LBR| Rhetorische Fragen kennt ihr FICKER wohl nicht, was?!;1
"ich habe nichts gegen Fußball, was mich stört ist, das die Spieler zig mal getestet wurden/ werden, aber in dem Pflegeheim, wo meiner Mutter lebt, erst lange danach, nämlich Mitte/ Ende Mai ein EINZIGES Mal..aber mit den ""alten Leutchen""---die kosten eben--- kann man ja kein Geld verdienen, wie ein #Rolando .... Pflegekräfte verdienen ja auch so toll ...diese Menschen haben keine Lobby, sie werden schlicht vergessen, vom ""klatschen"" ; kann man sich nichts kaufen . Wer jetzt meint...""geht doch auf die Strasse und demonstriert"" , kann sich ja melden und den *Job* solange verrichten....( Ironie behaftet )";1
Es sollten viel mehr bezahlbare Kleinwohnungen gebaut werden, dann kommt so mancher mit seinem Geld aus. Wer nun im Alter keine findet, ,landet im Obdachlosenasyl.. mit Junkys und psychisch Kranken im Fünfbettzimmer..und muss zwischen morgens und Abend die Einrichtung verlassen. Betrifft mittlerweile ganz normale kleine Leute.Einmal den Stempel OFW im Pass, darf man auch nicht mehr wählen. Hätte ich nicht für möglich gehalten,wenn ich es nicht gerade erleben würde. Versuche, einem älteren Herrn zu helfen.;0
ne 🙈;1
Die Empörung über Vs Chef Maaßen ist geschichtsvergessen und ahnungslos gegenüber der Funktion des VS für das kapitalistische System. Ja, der VS stellt sich blind gegenüber rechter Gewalt. Ja, der VS hat auch 13 Jahre lang ein faschistisches Terrornetzwerk namens #NSU unterstützt;0
Tolle Nachrichten ! Pflegeversicherung wird erhöht, CO2 Steuer kommt, prinzipiell wird wieder alles teuerer !;0
Einmal mehr zeigen Sie Ihre Verfassungs- und Menschenfeindlichkeit.;0
Hervorragender Kommentar, danke, sie sprechen mir aus dem Herzen.;1
Nicht füttern, wenn kein Schnee liegt und nix gefroren ist finden Vögel genug zu fressen!;0
Karina Z <U+0001F1E9><U+0001F1EA> <U+0001F1EE><U+0001F1F1> <U+0001F1E8><U+0001F1ED> |LBR| |LBR| 5 Min.Vor 5 Minuten |LBR| Mehr |LBR| Wir Deutsche befinden uns in einem Kriegsgebiet indem Millionen meist muslimische Migranten unser Land besetzt haben und uns Stück für Stück abmurksen.;1
Österreich macht es vor! Ich wünsche mir eine solche Talk Gruppe im und https://www.servustv.com/videos/aa-2549wnudn2112/?fbclid=IwAR1X69rdRKZ8epwJTVXNGM1inpdsSXgtYrxkbGqucid9XFSA4IQPEX1vINc Außerdem wünsche ich, dass auch unsere Gesundheitsbehörden mal endlich die Wahrheit sprechen: https://www.facebook.com/jorg.achatz.52/videos/3813957285300040/?extid=Q6XnDuTDc0XGrZ5r;1
Massaker an kurdischen Zivilisten in #Cizre. Kommt daher heute spontan um 14.30 an den Hauptbahnhof: +++ 8.2. um 14.30 Uhr, Frankfurt;0
Allein diese riesigen energetischen Schwankungen in der Wärmeabstrahlung reichen vermutlich aus um auf der Nordkappe Eis zum abschmelzen zu bringen. |LBR| Der Südpol legt hingegen massiv zu. |LBR| Etc.;0
plastinieren und vors kanzleramt, das wär´s doch. dann kann man sehen, was mit menschen passiert, die so viel schoki essen wie ich. lacht hier mal jemand. oder kommte jetzt gleich wieder tante burmeister um die ecke und langweilt mich.;0
Dumm bleibt dumm,da helfen keine Pillen.....trifft auf die Chebli zu, war schon in der Bundespressekonferenz überfordert,patzig bei Nachfragen und belehrend wie jüngst bei Bosbach,und Ihr Vorzeigesyrer Aras Bacho oder wie der Sexualstraftäter heißt sind schon ein schönes Paar <U+0001F600>;1
aber es passiert nichts;0
Hau ab und lass Markus Söder in Ruhe!;0
Schon wieder Lauterbach...;1
Die Gesetze und die Anreizstruktur ist das Problem. hab noch nie gehört dass bspw. Ungarn, Japan, Singapur oder viele andere ein Problem mit 'Gefährdern' haben. Kein vernünftiger Gefährder würde überhaupt auf die Idee kommen in so ein Land einzureisen.;0
"Bei den Islamisten würde ich dir zustimmen, beim Rest allerdings nicht. Niemand von ihnen lehnt die freie Gesellschaft(was auch immer es sein mag) ab, sondern nutzt der rechtlichen Rahmen aus. Wenn man etwas ablehnt dann die Bevormundung durch diese ""freie Gesellschaft""!";0
Ich erlebe Kinder, die den Erwachsenen vormachen, wie es geht- und immer wieder neue kreative Lösungen finden für den Umgang mit der Situation. Starke Eltern, fördern ihre Kinder und klären sie über die wichtigen Maßnahmen auf, ohne ihre eigene Angst auf sie zu übertragen. Das gibt starke, reselienzfähige Kinder. Traut den Kindern und Jugendlichen zu, diese Krise zu meistern und sie werden euch überraschen.;1
werden sie selber erst mal erwachsen und informieren sich über den Klimawandel unserer Erde ! Zudem sollten sie sich auch über die anderen Länder informieren.....dazu gibt es genügend Bildungsmaterial.;0
"Wir der Opa so die Enkelkinder. Der Faschsmus ist Feminin, Linksgedreht und Politisch Korrekt. Der ist in  der Deutschen DNA einprogrsmmiert. Früher die Juden , jetzt die "" Ungeimpften"" . Alle 5O Jahren plat bombardieren. Man braucht keinen Grund. Die Deutschen kennen den schon";1
Du verweigerst die Realität das der PDS Milliarden beschlagnahmt wurden.;1
Wenn die antidemokratische, diskriminierende und diktatorische Ausgrenzung der AFD durch alle anderen Parteien nicht mehr allgemein geduldet und toleriert würde, würden noch einige Prozente mehr drin liegen. Solche Diffamierungspolitik ist einer Demokratie unwürdig!;0
Es reicht durchaus aus, wenn Du durch mich eine Anregung erhalten hast. |LBR| Ich muss niemanden überzeugen. Du kommst schon ganz alleine drauf.;0
Āhā āhā āhā orrrrr merkt Euch 90%der Menschen die so reden lűgen. Egal aber achtet mal drauf wenn Einer anfāngt reden die Anderen auch so. Mega fůrchterlich.;1
Noch eine Auszeichnung! ??#ACAB #Polizeigewalt #GeorgeFloyd https://t.co/Om4o7YEpRe;1
War klar dass ihr euch daran aufgeilt. Dass Brüggemann, der Text Schreiber für die Videos, gut mit der Querdenker Szene vernetzt ist, verschweigt ihr. Das Einige ihre Videos zurück gezogen haben auch.  Und dass Schauspieler*innen die Aktion schlecht fanden auch. Einseitig, ihr.;0
Judenhass &amp Israelfeindlichkeit mitten in ???? - wie in dunkelsten Zeiten. Und zwar durch arabischsprechende Muslime! Die Folge einer gefährlichen Asylpolitik!Die Saat von Merkel geht auf! Und die Politik schweigt und gratuliert zum Zuckerfest!https://t.co/LNiwxNNA75;1
„Sie glauben alles, was in der Zeitung steht.“ 👍    Die Weisheit des #Wilfuzius: Wenn die Wahrheit zu sagen, rechtes Gedankengut ist. Dann ist aber auch zu Lügen, linkes Gedankengut.  Das A…loch #Wiltewka, alias #EkelWilfred, #Wilberg, #WilayaWilanar  https://t.co/rmLSfRsrDz;1
Imad #Karim heute abend vor der „Zwischen dem #Islam und der Mafia gibt es vor allem drei Gemeinsamkeiten: Man wird hineingeboren, man kann auch beitreten, aber keiner kann austreten.“ Austritt bedeutet das Todesurteil. #Apostasie https://t.co/UzDrbvBcHZ;1
Für dieses Kind (!!!) wird #Pfingsten 2019 für immer in traumatischer Erinnerung bleiben.   Solche '#Asylbewerber' haben in 🇩🇪 nichts zu suchen! Es wird endlich Zeit für hartes Durchgreifen. #AfD  #Arzberg  https://t.co/Iw1XMq11AN;1
ja die diskutieren auch in 20 Jahren noch. Nur Deutschland soll abliefern, und einen hohen Preis dafür bezahlen;1
USA wir brauchen eure Atombomben so wie euren Schrott nicht ,wir wollen in Frieden leben mit .Tut mir ein Gefallen und rottet euch selbst aus;1
"Dieses asoziale Lobbytruppe #fdp unterstützt doch diese #Klimasekte und deren irrsinnigen ""Grenzwerte"". |LBR| Und jetzt plötzlich fällt CL auf, was er da die ganzen Jahre unterstützt hat. |LBR| Sehr peinlich.";1
Ich entlarve dein Geschwurbel mal eben mit den Zahlen der intensivmedizinisch Behandelten. Hört endlich auf, jeden Scheiß zu glauben, der bei Youtube und Telegram geteilt wird ?????. https://t.co/O0DYIOPEyv;0
warum wird berlin immer beschissener es belastet mich sehr;1
"Wäre das nicht super einfach wenn eine Partei ganz übel drauf ist? Sie schreibt die üblen Sachen einfach nicht ins Programm und kann dann machen was sie will. Alle sagen dann ""ne, wenns nicht im Programm steht kann es ja nicht sein"" Zu einfach oder?";0
Wir werden diese Dreckspostille  nicht verbieten können. Aber wir können Druck machen, um ihre Reichweite einzuschränken. bietet Bild+ kostenlos. Vertrag bei Vodafone kündigen z.B. #HaltDieFresseBild Wenn #pinkygloves innerhalb weniger Tage zerstört wurde, schaffen 1/-;1
Denkst du wenn die Rechten weiter regieren wird es besser? Natürlich muss da vieles geändert werden, aber iregendwann anfangen müssen wir. Sonst ist es ein weiter wie bisher.;0
Auch wenn dem so ist. Sie glauben doch nicht wirklich dass Biden dann für eine andere Politik gestanden hätte. Auch bei ihm kommt ja so ein leichtes America first durch. Er wird es natürlich anders nennen. Für mich ist er eh nur der Steigbügelhalter für Mrs. Harris.;1
Was sagt der Zentralrat der Muslime hierzu , so wie zu unzähligen ähnlichr Vorfälle ? ? ? 🤔    Sechs junge Südländer prügeln 51-jährigen Deutschen ins Gleisbett  https://t.co/bq2cq5uGQP via @staatsversagen;0
?? Am 29. Mai 2021 wurden 24 #Neuinfektionen  ? und 0 Todesfälle  in Bonn (Kreisfreie Stadt) gemeldet. Die #Inzidenz liegt bei 77,05  ?. #COVID19 https://t.co/Ee52sB7dkm;0
Haben wir in Geographie ein wenig geschlafen? Seit wann ist ein Flug nach #Mallorca ein Kurzstreckenflug? Das sind in gerader Linie von Frankfurt bis Palma ca. 1200 km und dauert etwas mehr 2 Stunden.;0
Das Wesen des Menschen sieht man prima am Beispiel der CDU. Sesshaft, faul, gierig, egoistisch, korrupt... aus purer Geldgier, Kurzsichtigkeit und Angst vor Veränderung wird kein vernünftiger Klimaschutz, das kann ich dir versprechen.;1
Bullen riskieren im Dienst ihr Leben nur um dann acab an den Kopf geworfen zu bekommen??????????????;0
Es ist reine Utopie zu denken man könnte den Klimawandel aufhalten!Dazu braucht man einheitliche globale Standards zur gleichen Zeit! Dazu wird es nie kommen! Nichtmal die EU ist sich einig. Andere Kontinente noch viel weniger! Da nützt keine Ideologie!;0
Nach islamkritischer Koran-Aktion kommen Moslems in #Kopenhagen nicht zur Ruhe: Tagelanger Ausnahmezustand, brennende Straßen, Angriff mit Granate...  https://t.co/v1jNXTHesi;0
deshalb braucht das land ein mehrparteiensystem, der die gesellschaft differenzierter widerspiegelt...so wie in deutschland, z.b.;1
Dt. Beamtin entscheidet sich für die Plattform Twitter, um 1 Mitglied ihrer eigenen Partei zu attackieren, weil dieser eine unliebsame Meinung geäussert hat. Mal vom schlechten Stil abgesehen - so viel Geltungsdrang muss man auch erst mal aufbringen.;0
