,Text
6425,um ihr machtposition in der regierung zu halten -- werden sich der cdu selbst mit der teufel verbünden -- ich trauen ihnen auch durchaus zu -- dieser mit der afd zu tun --
6426,sagt derjenige -- der hier der homophobe vollidiot sein -- einfach unnötig bei ein völlig anderer thema gegen lgbtq+ hetzen -- haben dir dieser leute irgendwas tun -- nein -- mit solcher aussage outest du dich einfach als dumm und menschenfeindlich
6427,wasserwerfer sein hier sogar mal sinnvoll -- zumindest um der von der -- fiery but mostly peaceful -- -- demonstrant -- gelegt brand zu löschen -- # b0105
6428,wir irre dieser welt sein -- dass es mensch geben -- der scharfschütze in umfeld ein fußballspiel für angemessen und normal halten --
6429,ahja höcke existieren wohl nicht -- --
6430,natürlich sein feminismus intersektional -- feminismus mussen intersektional sein -- was sein dein punkt --
6431,ohne scheiß --  linder und kubiki sein nicht der personifiziert böse --  sie haben ein völlig anderer meinung als ich -- aber man sollen ihnen nicht per se bös wille unterstellen --  lasst uns neu anfangen und mit aller reden -- der reden und zuhören wollen --
6432,und der glaubst du --  12 % mehrwertsteuer --  steuerverschwendung strafbar --  gut rentensystem und der alle von der afd --  -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
6433,es gehen voran -- der # durchseuchung der kind und jung erwachsene -- der eltern -- der # risikogruppe -- bravo herr spahn -- so bekommen man auch herdenimmunität indem man der -- der sich nicht wehren -- oder impfen lassen -- können einfach der virus aussetzen -- # zerocovid statt # inzidenz165 --
6434,ich denken an abend werden # steinmeier ein kerze in sein fenster stellen zu ehre der moslem  # notmypresident 
6435,dein selfie schauen so aus --  -- --
6436,der palästinenser opfern ihr kind für ihr israelhass -- kein platz für antisemitismus -- geh
6437,mein horizont reichen da aus um kein gender spezifisch bild zu haben -- wenn ich hören -- ich sein bei arzt -- dann habn ich noch lange kein männlich bild vor mir --  aber ich denken der kommen auch immer auf der umfeld an in der man herrangewachsen sein --
6438,neu datum und trend -- mein prognose zu # bundestagswahl  t   # bundestag # laschet # merz # habeck # baerbock # berlin # covid19 # corona # startup # homeoffice # germany # clubhouse # merkel # eu # digitalisierung # impfzwang # jobs # jobsearch # neubauer # maaßen
6439,mich kaputt lachen -- -- -- -- sein sein gut witz --  # divigate # deutschlandabernormal
6440,meinst du -- der typ -- der immer so ein auf gutmensch tun haben und jetzt nicht mal der anstand haben -- sich über ein virus zu informieren und sich mal anschauen -- wer corona auch bei jung bzw. gesund mensch anrichten -- oder wen anders --
6441,logisch -- dass impfneid aufkommen werden solange noch nicht alle der möglichkeit haben impfen zu werden -- man sollen der schlange nicht immer versuchen an schwanz zu packen sondern an kopf
6442,ein fortschritt sein es -- in d aller schule zu öffnen und der kind zumindest der -- chance -- sozial gerecht bildung zu erhalten --  der sein in europäisch vergleich mal ein anfang --  kind können man nicht einfach wegsperren ohne bleibend schaden -- -nicht nach 15 mon pandemie --
6443,da sein ich aber gerne ein depp du vollpfoster
6444,zieh los -- reich überall klage ein -- und danach kannen du hier heulen -- dass aller gericht kaufen sein -- sich alle irren -- nur du nicht --
6445,als ob du jemals überhaupt etwas verstehen würdest -- wer bei uns mit politik zu tun haben -- und wie du über anderer politiker redesen -- zeigen schon -- aus welcher loch du gekrochen kommen sein -- # fckafd
6446,schwanzvergleich mit follower sein so 2012 ^^
6447,hinterfotzig sein eur bulle -- mit 4 auf einer und dann hauen der milchbubi noch wie ein 3 jährig von oben auf der kopf -- aber ihr dummen -- -- -- -- schaf benennen ja auch nen sportplatz nach n kriminelle -- bevor ihr auf anderer staat zeigen -- von wegen polizeigewalt -- kehren vor eur tür --
6448,der mögen ja sein -- aber ali sein eben ein lolcow -- der mehrheitlich nur scheisse labern und der auch sagen bekommen und dann fleißig der rassismus und diskriminierungskarte spielen -- opfer von irgendwas zu sein machen nicht immun gegen kritik --
6449,.... israel sein ja recht fix -- -- in der impfstoff beschaffung und bei impfen -- -- -- israel first -- -- quasi -- -- wie hoch sein eigentlich der impfquote bei ihr palästinensisch nachbar --
6450,ps dass er als wiedergewählter agrarpolitisch sprechen der grüne in eu parlament unter deckmantel der -- durchaus notwendig -- antibiotikavermeidung der stärkung der # homöopathie fordern -- werden sie bestimmen auch interessieren ;)  
6451,aber auch da geben es ja welcher -- der der querdenker befeuern oder nicht merken -- wollen -- -- wer ihnen alle beifall klatschen 
6452,sehr geehrter in # berlin sein der regel schon vor ihr -- bremse -- weit streng -- insbesondere in arbeitsleben -- nur haben wir der aerosolforschung ernst nehmen -- draußen gehen mehr als drinnen -- ihr wort zu kultur klingen hohl -- sein folgenlos -- bis 30.6.
6453,warum geben man ein land recht mensch aus haus zu werfen nur weil man kein jude sein der sein rassismus
6454,in september -- herdenimmunität --  80 % sollen erreichen werden  16 % sein kind  heisst aller erwachsene sollen impfen sein rechnen ich der realistisch und richtig --
6455,sein glauben eher so ein sozial ausgrenzungsding --  billstedt = assi  du haben natürlich recht der da auch rassismus mitschwingen --  aber es sein schon mehr der drama der großwohnsiedlung -- sein auch nur ne plattenbausiedlung --
6456,stehen ihr partei zu legalisierung von cannabis --  frage für ein hackbrat --
6457,fr weidel -- es bestehen der verdacht auf rechtsdehnung -- der werden untersuchen -- wie immer -- wenn ein verdacht bestehen --  übrigens -- sehr lustig -- wenn demokratisch gewählt politiker in deutschland sagen -- wir leben in ein diktatur -- immer wieder cool der logik dahinter
6458,regen sich der # querdenk darüber auf der volker b.   sich nicht selbst zu parteieintritt bekennen haben --  nein  der rechte blase regen sich darüber auf dass der presse herausfinden haben der # volkerbruch ein # querdenker sein --  der wirr welt der schwurbler
6459,wer afd wählen haben gruseliger zu erwarten -- sie sein nämlich nicht für der klein leute .... der kleine leute dürfen sie wählen damit sie -- afd -- gross werden -- dann haben der wähler ihr schuldigkeit tun -- 
6460,bin ganz dein meinung --   doch dieser gender -- scheiss -- solltest du dir schenken -- schwachsinn --
6461,ich habn mal von so rotpunkt zeug lesen -- glaube der der mist eigentlich selbst -- wo sie schreiben -- wie können man so dumm sein -- der welt werden immer blöd --  # bundesnotlüge # allesdichtmach # lockdown # allesoeffnen # merkelmussweg # klabauterbach # corona
6462,und was sein dann der problem mit der grüne --
6463,mir fehlen echt mal wieder der worte??von was für wahnsinnig # politiker   deutschland regieren werden -- # merkel # spahn # soeder # laschet # vonderleyen ach herje -- so viel platz sein hier garnicht --
6464,was ein russland-durchblicker -- respekt -- dich sollen man in der politik holen -- man brauchen mehr solcher klar und querdenker wie dich --
6465,"in der vergangen 24 stunde werden 4450 weniger corona-fälle registrieren als an vergangen samstag -- mit 232 liegen auch der zahl der tote deutlich niedrig -- der sieben-tage-inzidenz gehen der fünfter tag in folge zurück und liegen jetzt bei 148,6. "
6466,leider doch -- dass es mehrere möglichkeit geben -- dieser video zu empfinden -- dass genau der gewissheit -- dass man der video nur auf der ein art empfinden können -- teil der problem sein -- dass man mensch abstreiten -- dieser video anders empfinden zu dürfen -- sein sogar me der groß problem -- -- -- -- --
6467,mein idee sehen ja so aus -- 
6468,jung frau -- mutter sein von # longcovid besonders häufig betreffen -- schlimmstenfalls werden dieser ein leben lang bettlägerig --  bitte schliessen sie kita & amp -- schule --  bitte hören sie auf unser kind zu durchseuchen --  # runterbis10 # bildungabersicher  
6469,what about # whataboutism --
6470,es geben auch linker jude -- der der muslimbruderschaft nahe stehen -- verräter der heimatländer finden man überall -- 
6471,widerlich hashtag -- boris --
6472,wenn der verbleibend teil der cdu sich mit der brauchbar hälfte der fdp und der brauchbar hälfte der afd zusammentun erleben wir endlich wieder ein konservativ mitte --
6473,deswegen brauchen der mutti kind sich auch gar nicht erst als kanzlerkandidat aufstellen lassen -- der werden sowieso nichts --  da sein herr laschet der klein übel --  ich hoffen immer noch auf herr merz --
6474,-- 2 -- antikörpermeng -- wie hier messen -- haben sich aber in der praxis als zuverlässig indikator für der impfschutz erweisen -- daher dürfen der kombination astrazeneca mit biontech in der schutzwirkung sehr stark sein -- der 2. impfung mit biontech geschehen nach 8 - 12 woche --
6475,sein sie kreationist oder wie kommen sie zu so ein aussage -- nicht nur -- dass jude bereits vor erfindung der islam lang in der levante leben haben als der islam überhaupt existieren -- sie haben auch nach der islamisch invasion weiterhin dort parallel zu muslim leben --
6476,thread -- wie der rassismus in deutschland funktionieren -- twitterperle 
6477,leben sie in der schweiz -- sein sie schweizer --
6478,der sein eben nicht der richtig einstellung -- ich helfen doch auch ein alkoholiker oder ein drogenabhängige und verurteilen nicht -- der sein unser job in gesundheitssystem und der machen wir schon immer --
6479,der passieren halt wenn frau und anständig mann auswandern -- der osten werden braun -- der westen grün -- wenigstens bleiben der abgehängt faschopack zunehmend unter sich --
6480,dieser intellektuell bodensatz unser gesellschaft gehen millionenfach arbeiten und zahlen steuer für ein   völlig verkorkst ideologisch fehlgeleitet politik -- denke mal nach darüber
6481,haben sie beide herzchen schon mal auf thermometer schauen --  mir sein der derzeitig temperatur nicht egal --
6482,meinen der hangler der geschreddert mail von kurz mit # korruption # postenschacher # pilnachat oder nur 2500 liebe # foto -- wir lieben unser kanzler -- --
6483,wenn deutsch kind sterben -- werden ich genauso viel mitleid haben --
6484,wer -- der querdenker -- sagen -- sein schon auf der spaltend medium hereingefallen --  querdenken heißen der organisation der der groß demos organisieren -- der wars --  der ziel sein weder rechts noch links -- wenn überhaupt eher letzterer -- --  was sein daran eigentl so kompliziert --
6485,es twittern und posten doch alle -- nur es bewegen sich nix in land -- ausser der baerbock trendet --
6486,von all der -- der sich an greta immer noch nicht abarbeiten haben --  was für armselig leben müssen solcher trottel nur haben --
6487,nette kaffeerunde aus ein haushalt -- der kellner nicht -- denn sie müssen mit maske rumrennen -- so trennen man der -- elite -- von pöbel -- ich vermuten -- sie gehören zu letzter -- gerne -- --
6488,hey was isn mit der nich in ordnung -- -- dir dit wochenende nich bekomm oder wat gehen habn bei dir -- noch so nen ding und -- -- -- -- -- -- -- -- -- -- -- -- -- -- frechheit -- -- wer -- euch schonmal vorschlagen werden wo ihr -- -- könntet -- --   # yestonoafd # fckafd # noafd 
6489,ein ganz armselig bande sein der -- lass dich nicht unterkriegen -- --
6490,braunblaues dumm geschwätz
6491,# israel mussen sich eins frage -- wie lange können der # iran ruhig bleiben -- vielleicht kommen ein tag -- wo der # iran auf angriff sein feind antworten werden --
6492,-- übrigens -- selbst als der damals schon bewusst erleben habend alt sack haben ich sich wirklich null an der 16 jahr alt taz-schlagzeil -- sondern nur an der leicht blöd gender-reveal-ausruf -- es sein ein mädchen -- -- -- auf der sich ja wiederum der taz beziehen -- erinnern fühlen -- --
6493,lol -- kartenhaus -- und nee -- der gehen für nichtgewerbliche nur mit test und ich sein leider kein handwerker -- sie sein weder infektiös noch infizierbar will heissen --   der sein safe --
6494,der offiziell fehlerquote der pcr test führen schon zu 20.  der heißen lebenslang lockdown --  und dieser fascho fanboy mit rot punkt kapieren der nicht --
6495,sagt ihnen der name -- assange -- eigentlich etwas --
6496,-- oh -- ein klein -- trolliger -- # beggar4blocking --
6497,noch geben es kein offiziell impfpflicht -- genötigt werden man aber schon -- mancher sogar sehr heftig --
6498,zeigen -- 1 -- wer für ein fies chamäleon # covid19 sein -- 2 -- wie oft und leicht fehldiagnos -- bei dieser und anderer erkrankung -- stellen werden -- 3 -- wie besserwisserisch wissenschaftsfixiert arzt kommentieren (= denken -- können -- danke -- 
6499,wer sich auf der übl hetzer von antifa zeckenbiss beziehen sein komplett lost --
6500,ja --  der werden ein gut training für der umgang mit der klimakrise --
6501,markus -- bleib wo du sein -- habn hier echt kein bock auf monarchie --  # niemehrcducsu
6502,opportunist sein opportunist -- sie haben dafür stimmen -- weil man generell kein politiker vertrauen können und ihnen der eier von merkel entfernen werden sein -- fasst so wie -- ich halten vergewaltigung für falsch -- dennoch haben ich mitmachen -- ganz groß kino --
6503,ich fühlen sich auch verletzen -- wenn ich # baerbock hören -- und nun --
6504,4 -- ich warten nur noch darauf   dass kritiker d coronasystems einsperren werden -- der familie sein spalten -- freund haben sich v freund trennen --   d kritisch nachdenken -- werden beschimpfen als aluhüte -- nazi -- querdenker u schwurbler -- wir führen ein entmenschlicht leben --
6505,herzlich glückwunsch zu verfehlung der wahlziel -- ein gut tag für der demokratie -- gehen in bund hoffentlich genau so weiter --
6506,und ich dumm narr denken mal -- dass der afd der bodensatz der parteienlandschaft sein --  und da tauchen aus der querrdenkerszene und schwurblerlandschaft ein neu partei auf und rufen --  -- hold my beer -- -- --  ich sein einfach nur müde ......  
6507,der reitschuster -- wie immer gut genug zu rumstichel und -stänkern -- und wenn man dafür zwei sachverhalt zusammenschwurbeln mussen -- der bei genau betrachtung nichts miteinander zu tun haben -- 1. der legitim diskussion zu maske für kind und jugendliche -- 2. der masken-größe --
6508,dein dummheit leider nicht -- solltest dir sorge machen
6509,der haben zuviel botox in kopf -- rede schwingen ohne mimik wirken komisch --
6510,ja -- der werden mir auch vermitteln und außer bei echt nazi oder rassist kennen ich auch niemand u kein familie -- in der der anders sein
6511,der schön an kapitalismus --  sein teilnehmer müssen keineswegs gutmütig sein -- um gute zu tun --  er lenken der egoismus der individuum in sinnvoll ressourceneinsatz der gesamtheit um --  begreifen verblenden linke nur nicht --
6512,sorry -- habn ich tatsächlich falsch verstehen -- der stern finden ich zwar auch übertrieben -- allerdings sein es auch ein art sein meinung zu äußern
6513,-- nicht -- dass dieser bei der desinformationskampagne von gp -- & amp -- co u. angeles   gegen erwähnt golde rice ein faktor sein -- da gehen es um rein querdenkertum -- womit sich der enorm schnittmenge mit impfgegner ja auch erklären lässt -- sehen  --
6514,schaff ich gar nicht --  da sein überall  -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --  der haben aller so komisch name -- klimakatastrophe -- covid --   korruption -- seenotrettungsverweigerung  verschwörungstheoretiker ....  mensch -- sein der noch zeit -- als so ein elefant einfach nur jumbo heißen --
6515,es geben halt wirklich so vieler schüler der von ihr straight up nazi lehrer*inn erzählen aber wenn jemand dann ein tuch aufm kopf haben sein der auf einmal propaganda digga
6516,dummer mensch sein der fachbegriff --  da wundern ich sich der so etwas nie in der medium zeigen werden oder der ein frau baerbock nicht darauf ansprechen werden -- dieser radikaler finden sehr häufig bei der grüne und der linke --  hetze gegen deutschland --
6517,greenpeace nehmen bei sein aktion sicherheit sehr ernst -- wir werden gründlichst untersuchen -- wie es zu dieser gefährlich panne kommen sein -- und dabei mit aller stelle kooperieren --
6518,das sein der afd -- genau der frau weidel sein ihr scheißhaufen von partei --
6519,der studie werden von bild und rtl falsch interpretieren -- stehen aber auch schon überall auf twitter -- dankeschön und ein angenehm leben --
6520,sorry -- aber bitte einmal zahl in relation setzen -- dann werden sie merken -- dass da etwas nicht stimmen können -- unabhängig davon werden in indien jährlich million hindus nach der tod umgehend verbrennen -- der nennen sich tradition -- 
6521,für dich gelten eher der nachfolgend satz von goebbels -- 
6522,nein -- gar nichts werden dann klar -- außer -- dass er ein aifmerksameitsgeil schreihals sein --
6523,klug -- wer -- kemfert -- -- -- wenn der klug sein -- was sein dann bärbock -- -- sehr klug --    .... -- -- -- frägt sich nur aus wessen perspektive oder -- wie vieler glas whiskey benötigen man um so etwas als -- klug -- zu begreifen --
6524,leben sie ruhig und negativ gestresst in ihr angstwelt -- sie feigling -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
6525,und absehen von totschlagargument -- aber der kind -- -- -- auch bestens aus der querdenker-ecke bekannt -- wenn sie der lockdowns für ineffektiv halten -- machen sie doch lieber positiv werbung für ein effektiv kurz lockdown mit # nocovid -- statt zu spalten und zu verunsichern -- 
6526,wenn sie von der mehrheit der gesellschaft wählen werden -- lässt der nichts gute auf der gesellschaft schließen --
6527,nicht der querdenke bewegung sondern leider der der nah an mikrofon stehen ..
6528,weil er in nächster atemzug querdenker allesamt als verschwörungsidioter darstellen und es niemals ein noch so plump afd = nazi-witz fehlen dürfen -- gerne auch mit rrrrollendem r u bärtchen anzeigend --
6529,man sollen sich dringend von der begriff -- querdenker -- distanzieren -- nachdem der gesellschaftlich -- verinnerlichen --   sein zeigen sich immer mehr der -- wer sie wirklich sein -- # quertäter
6530,frauenfeindlichkeit -- islamophobie -- antisemitismus -- nationalismus sein einfach alltag --  allein deshalb -- ich werden ein scheiß tun mich irgendein linker orga anschließen -- in 99 % werden der alle einfach tolerieren --
6531,there -- fixed -- for you -- herr # laschet haben bei # annewill der machen -- was er an nicht so gut können --  inhaltsleere phrase dreschen und mensch mit unbelegt dreck bewerfen -- in der hoffnung -- daß etwas hängen bleiben --
6532,bei der grüne geben es kein faschist höcke -- bei anderer partei geben es kein welsch -- der polit -- gegner in kz schicken wollen oder ein schuster -- der der shoa leugnen --
6533,merkel sein boss seit 2005 -- und dann kamm genossin van der leyen -- name sein programm -- -- -- und nun akk und ich wetten der kennen nicht mal aller dienstgrade
6534,wer sein kind als schutzschild benutzen -- sollen aufhören zu heulen -- -- --
6535,# cdurausausderregierung -- -- ok -- aber dafür dann etwa fdp rein -- -- -- -- aber es sein ja noch nicht herbst --
6536,# laschet haben nun zeigen warum er bei der wähler und der cdu basismitgl.nicht ankommen -- kein souveränität -- kein charisma -- ein allgemein 16jahrealt geschwafel -- ohne ein idee von ein cdu-wahlprogramm aufzeigen zu können -- nach der 6.juni werden der pferd wechseln werden müssen --
6537,der werden ich nicht vergessen bei der bt-wahl -- weil cdu / afd   wesentlich gut für der land sein als -- der linker mauermörder partei -- -- der der santifa unterstützen und mit der grüne und der spd berlin mehr und mehr zerstören -- -- -- -- -- -- --
6538,mein hass auf der cdu werden von tag zu tag groß -- der nehmen schon afd-hass-vibes an -- wie können man so ein haufen von korrupt -- egoistisch -- narzisstisch und absolut inkompetent leute sein --
6539,flak --
6540,schon wieder der blöd schoßhündchen  # sterbenmitstreek -- halt endlich dein dumm maul  streeckk zu debatte um -- allesdichtmachen -- -- der schauspieler haben ein punkt  via
6541,also ich kennen kein deutsche der auch nur in ansatz so ein mist von sich geben -- der sein der parallelgesellschaft in deutschland --
6542,-- -- -- -- -- -- -- --  baerbock ..... mit ein kobold in hirn und der stromspeicher in netz werden der sicher klappen mit der kanzlerinnenschaft -- -- -- -- -- -- -- 
6543,cahill sein wahninnig umstritten -- alle -- der ich kennen -- haben der impfung gut vertagen
6544,und auch der ständig hass und der hetze gegen flüchtling sein halt auch eklig -- so allgemein ohne zusammenhang zu der eigentlich thema --
6545,bei mir verursachen dieser mensch nur noch übelkeit -- haben leider selber jemand in der eng familie -- obwohl   5 familienmitglied mehrere woche mit der virus flachlag und jetzt noch einbusse haben -- -- ihr reden euch der ein -- weil der merkel euch der so sagen -- --
6546,der frage sein doch -- in welcher paralleluniversum leben sie -- -- --
6547,unter 100 sein in handel kein termin mehr notwendig -- der gastro können innen und außen bis 24 uhr öffnen -- in der kultur sein außen 500 sitzplatz möglich -- freizeiteinrichtung öffnen und teamsport sein außen und innen erlauben -- über 50 gelten überall einheitlich ein testpflicht --
6548,ja -- lassen sie sich ruhig zeit -- während der beratung sterben ja niemand --  der # fdp mutieren so langsam zu # querdenker partei mit gelb angestrichend aluhüt -- und spielen der rattenfänger und quatschen nur dumm zeug --  was kommen nun -- der klein schwester der  # adf -- -- --
6549,fakt sein -- du sein ein bisschen dumm -- tschuldigung -- wollen dich nicht mit unangenehm fakt konfrontieren --
6550,und aus laut -- solidarität -- gehen zwischenzeitlich der cafe pleite -- auf der besuch sich der noch-nicht-geimpfte freuen -- dieser pseudo-solidarität sein unsolidarisch --   noch-nicht-geimpfte profitieren auch von der neu freiheit der geimpften --   impfneid sein dumm -- und hässlich -- --
6551,-- und tönen es nicht noch vor kurz -- jeder leben zählen und jeder der sterben sein einer zu viel -- -- -- scheiß doppelmoral -- so weit der auge reichen --
6552,doch -- dazu geben es studie -- man muss sich aber informieren wollen --
6553,bist du bei lesen der statement einiger vertreter der grün bewegung nicht selbst zumindest erschrocken --
6554,bleib in dein blase --
6555,ich weiss nicht wo sie sein -- wenn sie allerdings auf ein sonntag in kindergarten sein -- können man der einbruch nennen -- ich sitzen in garten und trinken kaffee
6556,ach -- karpatenpassdeutcherkaufdoktorchen wieder an echouffieren -- an dran an ding  kannst nich ertragen -- daß dir männeke ne frau sagen wo ´ s lang gehen --  habt ihr # braunauer doch zu zu genügen mit der anti merkel hass kampagne beweisen  es brauchen der frisch kot nich
6557,wenn sogar nazi finden -- dass nazi ein beleidigung sein -- dann sein der umkehrschluss dass selbst nazi wissen -- dass nazi scheiße sein -- ne -- -- -- -- --
6558,norddeutschland beginnen bei mir oberhalb der grün linie -- 
6559,weißen du überhaupt -- wer ein ct-wert sein -- wie können ct-werte laut lauterbach denn bitte gefährlich sein -- -- --
6560,gar kein bock grad baerbock zu sein -- jetzt mussen der sich bis september echt zu jeder scheiß äußern und wir alle müssen so tun als obs uns bocken
6561,selbst wenn der stimmen werden -- dass du -- & amp -- anderer -- auf der aussehen abzielst sagen etwas über dich -- & amp -- der afd -- aus -- nichts über der politik --  wenn man nach der -- zu afd passend -- sexistisch klischee gehen sein der hübsch übrigens dumm & amp -- der hässlich intelligent -- -- -- -- -- oops -- -- --
6562,jeder anständig linke sein per definitionem -- islamophob -- -- genauso antijudaistisch und antichristlich -- aber da du wahrscheinlich eher ein recht -- kapitalistisch kind sein -- gehen dir der völlig ab --
6563,kamen denn der nazivergleiche der vergangen jahr und speziell der jung zeit -- querdenker -- impfkritiker etc. aller nazi -- denn nicht permanent von euch -- -- ihr haben dieser strategie doch erst etablieren -- und jetzt jammern --
6564,als mdb sein sie vereidigen auf grundgesetz und gesetz und haben gemäß ifsg der  verhältnismässigkeit  von grundrechtseinschränkung zu wahren -- -- --  unter ein 7-tage-inzidenz von 50 sein überhaupt kein flächig maßnahme zu rechtfertigen -- unter 35 gar kein --  @die_gruenen
6565,andererseits haben herr   gut nicht darlegen können -- warum der # cdu der raum auf der basis der verfassung -- christliche denke schon lange verlassen haben und in endeffekt ein korrupt # afd light für industrielle -- großunternehmer und fleißig parteispend werden sein
6566,so weit brauchst du nicht mal zurück zu gehen -- stehen aktuell in der presse und wenn dir der nicht reichen -- werden in der bpk sagen -- insofern -- kein vorteil für geimpfte -- -- -- -- -- -- -- --
6567,und wieder spielen sich dieser spd als heilsbringer auf -- nur gut der es ein afd geben -- sonst werden sie ja kein schuldige für ihr totalversagen finden -- auch der union gehen es ähnlich -- ich sein dafür -- dass der afd der virus züchten haben -- um der regierung zu stürzen
6568,antirassistisch demos von semit sein demokratisch pflicht --  proisrael = goyimfeindlich = proapartheid = rassistisch --  zu # zionazis sagen man nicht -- jude --  -- jüdisch -- rassist -- # zionazis -- und xenophobe # zionhatespeech --  
6569,# illner  ich prognostiziere -- es werden in jeder fall eher knatsch zwischen kanzlerkandidat laschet und söder auf uns zukommen -- als zwischen kanzlerkandidatin baerbock und habeck --  der grüne wissen -- der fehlentscheidung laschet sein ein einmalig chance --
6570,# corona-impfstoffe -- patentfreigabe -- # merkel kontaktieren # biontech-chef -- und widersprechen us-präsident 
6571,ich haben gestern auf ein anderer plattform über annalena baerbock schreiben -- dass sie ein jung -- intelligent und attraktiv frau sein --  der antwort -- der ich darauf bekommen haben -- ersparen ich euch lieber --
6572,kai  aber sicher töten auch linksextremisten  statistik ändern sich -- der groß massenmörder an polizist & amp -- politisch person nach 1945 sein der raf bande was politisch straftat betreffen  33 person darunter 11 polizist werden töten  nsu kommen da nicht mit  der name  -- 
6573,achso --  2021 -- israel siedeln um -- der palästinenser sein der agresor --  1930 -- 40er -- der deutsche vertreiben -- sein der opfer auch hier der agressore --  mit so ein meinung öffnen man holocaustleugner tür und tor --  kümmern sie sich lieber um verbraucherschutz -- --
6574,--   anderer versuchen der führung zu übernehmen -- etc. alle auch einher gehend mit slogan und ausrufen welcher klar beleidigend sein in ihr wortlaut -- der werden alle heute noch unter der nazi weiter führen und schaffen es wieder in der bundestag --  --
6575,# haltdiefressebild machen auch werbung für # allesdichtmach -- video -- wer haben der erwarten -- -- der afd und schwurbler klatschen beifall -- entweder dieser schauspieler zeigen hier offen ihr politisch gesinnung oder sie sein einfach nur dumm und naiv -- unfassbar --
6576,für mancher haben schwurblerei einfach ein suchtfaktor -- vorher einsam nobody -- jetzt als querdenker teil ein gemeinschaft sein identitätsstiftend --  blöd nur -- wenn der aktuell thema verschwinden und man als intelligenzallergiker ständig der nächster unsinn hinterherhecheln mussen --
6577,und es heißen doch -- aller operation -- der nicht lebensnotwendig sein -- werden aktuell absagen --  -- -- -- -- -- --
6578,ich glauben dein bild sein mehr mühe als mein 2 satz -- zu der sich jeder der zahl selber suchen können -- falls man wollen -- bin aber auch der meinung der man gut sein sollen als der faktenverdreher und der dieser -- der osten -- -- kontraproduktiv sein -- 
6579,von putsch werden ich nicht reden -- sondern eher von ein verteidigungsfall -- wenn ein fremd macht -- davos-clique -- gates -- mit ein unsichtbar waffe -- virus -- unter mithilfe von verräter in innere krieg gegen ein volk führen --   sein der militär verpflichten -- der volk beizustehen -- 
6580,kommen jetzt noch ein vorschlag -- wie es gut gehen sollen -- oder wars der schon --
6581,stoppen polizeigewalt an deutsch boden endlich --  g
6582,sein ja auch genug deutsch nazi unterwegs und ein ries problem --
6583,* spiegel *
6584,aber sie folgen ja der basis -- da wollen ich mal nicht so sein --  welcher säule vertreten sie --  schwarm intelligenz oder achtsamkeit -- --
6585,auch wenn ich wohl noch etwas warten muss -- jeder geimpfter bringen uns der ende dieser scheiße ein stück nah --  also weder # impfneid noch freiheitsneid -- wenn der 1 - 2 monat früh als ich wieder mehr dürfen -- können sie schon früh gastro -- kultur & amp -- co unterstützen -- passt --
6586,# btw2021 klarer geht's ja gar nicht -- wer mit # laschet der schunkelnd gesicht der rücksichtslos neoliberalismus wählen -- bekommen mit der sog. # werteunion der deutschnational hackfreß der früh adenauer-jahre --
6587,wir verpflichten sich zu ein fair -- sachlich & amp -- respektvoll wahlkampf --  @cdu -- dann dürfen ihr aber auch nicht über unser skandal und korruption sprechen --  @csu -- scheisse-emojis -- mehr scheisse-emojis --
6588,ich verstehen -- dass es scheiße sein wenn jemand verletzen werden -- aber warum sein greenpeace ein drecksverein -- was sein mit fifa und vw --
6589,get es noch peinlich -- haben wirksam klimapolitik in # nrw verhindern --   er haben sich ein dreck geschet um arbeitsplatz in solar und windenergiebranche -- könnt ihr noch etwas anderer als lügen und schmiergeld annehmen -- # niemehrcdu # annewill # neubauer
6590,sehe ich anders --  ein fehler einzugestehen ist verantwortung übernehmen --  ich schießen von stunde 1 an vehement gegen # allesdichtmachen --  zu kreuze kriechen muss aber niemand nach ein eingestanden fehler -- ein folkert sein nicht der problem -- sondern alle -- der nichts einsehen -- 
6591,stehen sie bitte für sichere schule -- der sein ein aussage -- 15 monat bildungsausfall sein ebenfalls sehr unglücklich formulieren -- es geben durchgängig unterricht -- damit tun sie vieler engagiert lul und sus unrecht -- # bildungabersicher
6592,doch -- doch -- deshalb sein der grüne ja so stark in der statistik -- maskenskandale -- korruption -- intern machtspielchen -- schwach und rechtskonservativ dinosaurier als kandidat hingegen helfen der statistik eher wenig -- der sein schon alle richtig so -- -- --
6593,jawoll schmidi -- aber bei greenpeace sein es zu glück sowieso nur ein samenbombe sein -- da haben sich der rasenwart aber ärgern
6594,ich danken dir --  er sollen dieser woche mit neu medikament einstellen werden --  ich haben ihm mehrfach erzählen -- der # cannabis ein gut möglichkeit für ihn sein können -- aber der arzt haben der bei ansprechen gar nicht ernst nehmen --
6595,"ein weltweit ifr von 0,15 % für covid entsprechen der letzter veröffentlicht studie von john ioannidis zu dieser thema --  frühwarnsystem wie vaers und eudra bilden i.d -- r. ein unterer einstellig prozentsatz der geschehen ab -- sollen man bei zahlenvergleiche berücksichtigen --"
